family_state,direction,authored_view,sources_in_draw_order,mirror_x,native_width,native_height,canvas_anchor_x,canvas_anchor_y,alpha_bounds_1x,layer_contract,registration_status,review_sheet,work_item,intended_consumer,intended_use
fire_engine,SW,front_diagonal,assets/events/fire_engine_front_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance fire truck,Travelling emergency engine view from actual heading
fire_engine,W,side,assets/events/fire_engine.svg,false,62,36,31.0,36,1;0;61;36,single baked-color layer,existing canonical source,vehicles-working.png,M108,EventInstance fire truck,Travelling emergency engine view from actual heading
fire_engine,NW,back_diagonal,assets/events/fire_engine_back_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance fire truck,Travelling emergency engine view from actual heading
ice_cream_van,N,back,assets/events/ice_cream_van_back.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance ice-cream van,Moving event van view from actual heading
ice_cream_van,NE,back_diagonal,assets/events/ice_cream_van_back_diagonal.svg,false,56,50,28.0,50,3;0;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance ice-cream van,Moving event van view from actual heading
ice_cream_van,E,side,assets/events/ice_cream_van.svg,false,50,40,25.0,40,2;0;48;40,single baked-color layer,existing canonical source,vehicles-working.png,M108,EventInstance ice-cream van,Moving event van view from actual heading
ice_cream_van,SE,front_diagonal,assets/events/ice_cream_van_front_diagonal.svg,false,56,50,28.0,50,3;0;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance ice-cream van,Moving event van view from actual heading
ice_cream_van,S,front,assets/events/ice_cream_van_front.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance ice-cream van,Moving event van view from actual heading
ice_cream_van,SW,front_diagonal,assets/events/ice_cream_van_front_diagonal.svg,true,56,50,28.0,50,3;0;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance ice-cream van,Moving event van view from actual heading
ice_cream_van,W,side,assets/events/ice_cream_van.svg,true,50,40,25.0,40,2;0;48;40,single baked-color layer,existing canonical source,vehicles-working.png,M108,EventInstance ice-cream van,Moving event van view from actual heading
ice_cream_van,NW,back_diagonal,assets/events/ice_cream_van_back_diagonal.svg,true,56,50,28.0,50,3;0;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance ice-cream van,Moving event van view from actual heading
lorry,N,back,assets/events/lorry_back.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance reversing lorry,View preserves authored nose direction during reversing; separate motion from body facing
lorry,NE,back_diagonal,assets/events/lorry_back_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance reversing lorry,View preserves authored nose direction during reversing; separate motion from body facing
lorry,E,side,assets/events/lorry.svg,false,62,46,31.0,46,1;5;61;46,single baked-color layer,existing canonical source,vehicles-working.png,M108,EventInstance reversing lorry,View preserves authored nose direction during reversing; separate motion from body facing
lorry,SE,front_diagonal,assets/events/lorry_front_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance reversing lorry,View preserves authored nose direction during reversing; separate motion from body facing
lorry,S,front,assets/events/lorry_front.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance reversing lorry,View preserves authored nose direction during reversing; separate motion from body facing
lorry,SW,front_diagonal,assets/events/lorry_front_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance reversing lorry,View preserves authored nose direction during reversing; separate motion from body facing
lorry,W,side,assets/events/lorry.svg,true,62,46,31.0,46,1;5;61;46,single baked-color layer,existing canonical source,vehicles-working.png,M108,EventInstance reversing lorry,View preserves authored nose direction during reversing; separate motion from body facing
lorry,NW,back_diagonal,assets/events/lorry_back_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-working.png,M108,EventInstance reversing lorry,View preserves authored nose direction during reversing; separate motion from body facing
unmarked_van,N,back,assets/events/unmarked_van_back.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance abduction,Waiting and hunting van view; retain separately drawn victim only in applicable state
unmarked_van,NE,back_diagonal,assets/events/unmarked_van_back_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance abduction,Waiting and hunting van view; retain separately drawn victim only in applicable state
unmarked_van,E,side,assets/events/unmarked_van.svg,true,50,32,25.0,32,1;2;49;32,single baked-color layer,existing canonical source,vehicles-security.png,M108,EventInstance abduction,Waiting and hunting van view; retain separately drawn victim only in applicable state
unmarked_van,SE,front_diagonal,assets/events/unmarked_van_front_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance abduction,Waiting and hunting van view; retain separately drawn victim only in applicable state
unmarked_van,S,front,assets/events/unmarked_van_front.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance abduction,Waiting and hunting van view; retain separately drawn victim only in applicable state
unmarked_van,SW,front_diagonal,assets/events/unmarked_van_front_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance abduction,Waiting and hunting van view; retain separately drawn victim only in applicable state
unmarked_van,W,side,assets/events/unmarked_van.svg,false,50,32,25.0,32,1;2;49;32,single baked-color layer,existing canonical source,vehicles-security.png,M108,EventInstance abduction,Waiting and hunting van view; retain separately drawn victim only in applicable state
unmarked_van,NW,back_diagonal,assets/events/unmarked_van_back_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance abduction,Waiting and hunting van view; retain separately drawn victim only in applicable state
riot_van,N,back,assets/events/riot_van_back.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-security.png,M56/M108,EventInstance night raid,Waiting or hunting van view; preserve bars and state transition
riot_van,NE,back_diagonal,assets/events/riot_van_back_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M56/M108,EventInstance night raid,Waiting or hunting van view; preserve bars and state transition
riot_van,E,side,assets/events/riot_van.svg,true,54,38,27.0,38,1;1;53;38,single baked-color layer,existing canonical source,vehicles-security.png,M56/M108,EventInstance night raid,Waiting or hunting van view; preserve bars and state transition
riot_van,SE,front_diagonal,assets/events/riot_van_front_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M56/M108,EventInstance night raid,Waiting or hunting van view; preserve bars and state transition
riot_van,S,front,assets/events/riot_van_front.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-security.png,M56/M108,EventInstance night raid,Waiting or hunting van view; preserve bars and state transition
riot_van,SW,front_diagonal,assets/events/riot_van_front_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M56/M108,EventInstance night raid,Waiting or hunting van view; preserve bars and state transition
riot_van,W,side,assets/events/riot_van.svg,false,54,38,27.0,38,1;1;53;38,single baked-color layer,existing canonical source,vehicles-security.png,M56/M108,EventInstance night raid,Waiting or hunting van view; preserve bars and state transition
riot_van,NW,back_diagonal,assets/events/riot_van_back_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M56/M108,EventInstance night raid,Waiting or hunting van view; preserve bars and state transition
army_truck,N,back,assets/events/army_truck_back.svg,false,34,50,17.0,50,1;3;33;46,single baked-color layer,prepared unbound,vehicles-security.png,M108/M102,EventInstance military convoy,Travelling truck view for live convoy and finale reuse
army_truck,NE,back_diagonal,assets/events/army_truck_back_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108/M102,EventInstance military convoy,Travelling truck view for live convoy and finale reuse
army_truck,E,side,assets/events/army_truck.svg,true,60,38,30.0,38,1;3;59;37,single baked-color layer,existing canonical source,vehicles-security.png,M108/M102,EventInstance military convoy,Travelling truck view for live convoy and finale reuse
army_truck,SE,front_diagonal,assets/events/army_truck_front_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108/M102,EventInstance military convoy,Travelling truck view for live convoy and finale reuse
army_truck,S,front,assets/events/army_truck_front.svg,false,34,50,17.0,50,1;3;33;46,single baked-color layer,prepared unbound,vehicles-security.png,M108/M102,EventInstance military convoy,Travelling truck view for live convoy and finale reuse
army_truck,SW,front_diagonal,assets/events/army_truck_front_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108/M102,EventInstance military convoy,Travelling truck view for live convoy and finale reuse
army_truck,W,side,assets/events/army_truck.svg,false,60,38,30.0,38,1;3;59;37,single baked-color layer,existing canonical source,vehicles-security.png,M108/M102,EventInstance military convoy,Travelling truck view for live convoy and finale reuse
army_truck,NW,back_diagonal,assets/events/army_truck_back_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108/M102,EventInstance military convoy,Travelling truck view for live convoy and finale reuse
moving_van,N,back,assets/events/moving_van_back.svg,false,34,50,17.0,50,1;4;33;50,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance moving van,Stationary placement view retaining loading ramp; source does not authorize motion
moving_van,NE,back_diagonal,assets/events/moving_van_back_diagonal.svg,false,56,50,28.0,50,1;3;53;49,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance moving van,Stationary placement view retaining loading ramp; source does not authorize motion
moving_van,E,side,assets/events/moving_van.svg,true,62,46,31.0,46,0;5;61;45,single baked-color layer,existing canonical source,vehicles-security.png,M108,EventInstance moving van,Stationary placement view retaining loading ramp; source does not authorize motion
moving_van,SE,front_diagonal,assets/events/moving_van_front_diagonal.svg,false,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance moving van,Stationary placement view retaining loading ramp; source does not authorize motion
moving_van,S,front,assets/events/moving_van_front.svg,false,34,50,17.0,50,1;4;33;46,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance moving van,Stationary placement view retaining loading ramp; source does not authorize motion
moving_van,SW,front_diagonal,assets/events/moving_van_front_diagonal.svg,true,56,50,28.0,50,3;3;53;47,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance moving van,Stationary placement view retaining loading ramp; source does not authorize motion
moving_van,W,side,assets/events/moving_van.svg,false,62,46,31.0,46,1;5;62;45,single baked-color layer,existing canonical source,vehicles-security.png,M108,EventInstance moving van,Stationary placement view retaining loading ramp; source does not authorize motion
moving_van,NW,back_diagonal,assets/events/moving_van_back_diagonal.svg,true,56,50,28.0,50,3;3;55;49,single baked-color layer,prepared unbound,vehicles-security.png,M108,EventInstance moving van,Stationary placement view retaining loading ramp; source does not authorize motion
car,N,back,assets/crowd/car_back_body.svg;assets/crowd/car_back_trim.svg,false,30,46,15.0,46,0;7;30;44,body tint then fixed trim,prepared unbound,cars-layered.png,M108/M111,CrowdAgent,Tinted crowd traffic body plus fixed trim; continuous turn heading selects view
car,NE,back_diagonal,assets/crowd/car_back_diagonal_body.svg;assets/crowd/car_back_diagonal_trim.svg,false,52,42,26.0,42,5;4;48;40,body tint then fixed trim,prepared unbound,cars-layered.png,M108/M111,CrowdAgent,Tinted crowd traffic body plus fixed trim; continuous turn heading selects view
car,E,side,assets/crowd/car_side_body.svg;assets/crowd/car_side_trim.svg,false,52,30,26.0,30,1;1;51;30,body tint then fixed trim,existing canonical source,cars-layered.png,M108/M111,CrowdAgent,Tinted crowd traffic body plus fixed trim; continuous turn heading selects view
car,SE,front_diagonal,assets/crowd/car_front_diagonal_body.svg;assets/crowd/car_front_diagonal_trim.svg,false,52,42,26.0,42,4;4;47;40,body tint then fixed trim,prepared unbound,cars-layered.png,M108/M111,CrowdAgent,Tinted crowd traffic body plus fixed trim; continuous turn heading selects view
car,S,front,assets/crowd/car_front_body.svg;assets/crowd/car_front_trim.svg,false,30,46,15.0,46,0;7;30;44,body tint then fixed trim,prepared unbound,cars-layered.png,M108/M111,CrowdAgent,Tinted crowd traffic body plus fixed trim; continuous turn heading selects view
car,SW,front_diagonal,assets/crowd/car_front_diagonal_body.svg;assets/crowd/car_front_diagonal_trim.svg,true,52,42,26.0,42,5;4;48;40,body tint then fixed trim,prepared unbound,cars-layered.png,M108/M111,CrowdAgent,Tinted crowd traffic body plus fixed trim; continuous turn heading selects view
car,W,side,assets/crowd/car_side_body.svg;assets/crowd/car_side_trim.svg,true,52,30,26.0,30,1;1;51;30,body tint then fixed trim,existing canonical source,cars-layered.png,M108/M111,CrowdAgent,Tinted crowd traffic body plus fixed trim; continuous turn heading selects view
car,NW,back_diagonal,assets/crowd/car_back_diagonal_body.svg;assets/crowd/car_back_diagonal_trim.svg,true,52,42,26.0,42,4;4;47;40,body tint then fixed trim,prepared unbound,cars-layered.png,M108/M111,CrowdAgent,Tinted crowd traffic body plus fixed trim; continuous turn heading selects view
police_car,N,back,assets/events/police_car_back.svg,false,30,46,15.0,46,0;7;30;44,single baked-color layer,prepared unbound,cars-layered.png,M108,EventInstance police patrol,Patrol view from actual heading; preserve police markings
police_car,NE,back_diagonal,assets/events/police_car_back_diagonal.svg,false,52,42,26.0,42,5;3;48;40,single baked-color layer,prepared unbound,cars-layered.png,M108,EventInstance police patrol,Patrol view from actual heading; preserve police markings
police_car,E,side,assets/events/police_car.svg,false,46,26,23.0,26,1;3;45;26,single baked-color layer,existing canonical source,cars-layered.png,M108,EventInstance police patrol,Patrol view from actual heading; preserve police markings
police_car,SE,front_diagonal,assets/events/police_car_front_diagonal.svg,false,52,42,26.0,42,4;3;47;40,single baked-color layer,prepared unbound,cars-layered.png,M108,EventInstance police patrol,Patrol view from actual heading; preserve police markings
police_car,S,front,assets/events/police_car_front.svg,false,30,46,15.0,46,0;7;30;44,single baked-color layer,prepared unbound,cars-layered.png,M108,EventInstance police patrol,Patrol view from actual heading; preserve police markings
police_car,SW,front_diagonal,assets/events/police_car_front_diagonal.svg,true,52,42,26.0,42,5;3;48;40,single baked-color layer,prepared unbound,cars-layered.png,M108,EventInstance police patrol,Patrol view from actual heading; preserve police markings
police_car,W,side,assets/events/police_car.svg,true,46,26,23.0,26,1;3;45;26,single baked-color layer,existing canonical source,cars-layered.png,M108,EventInstance police patrol,Patrol view from actual heading; preserve police markings
police_car,NW,back_diagonal,assets/events/police_car_back_diagonal.svg,true,52,42,26.0,42,4;3;47;40,single baked-color layer,prepared unbound,cars-layered.png,M108,EventInstance police patrol,Patrol view from actual heading; preserve police markings
cat_crouched,N,back,assets/events/cat_crouched_back.svg,false,30,24,15.0,24,7;1;23;24,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Pre-dash crouch with nose toward planned dash
cat_crouched,NE,back_diagonal,assets/events/cat_crouched_back_diagonal.svg,false,38,24,19.0,24,0;1;33;23,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Pre-dash crouch with nose toward planned dash
cat_crouched,E,side,assets/events/cat_crouched.svg,false,30,20,15.0,20,2;3;29;20,single baked-color layer,existing canonical source,animals.png,M108,EventInstance cat dash,Pre-dash crouch with nose toward planned dash
cat_crouched,SE,front_diagonal,assets/events/cat_crouched_front_diagonal.svg,false,38,24,19.0,24,3;6;35;23,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Pre-dash crouch with nose toward planned dash
cat_crouched,S,front,assets/events/cat_crouched_front.svg,false,30,24,15.0,24,5;5;25;24,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Pre-dash crouch with nose toward planned dash
cat_crouched,SW,front_diagonal,assets/events/cat_crouched_front_diagonal.svg,true,38,24,19.0,24,3;6;35;23,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Pre-dash crouch with nose toward planned dash
cat_crouched,W,side,assets/events/cat_crouched.svg,true,30,20,15.0,20,1;3;28;20,single baked-color layer,existing canonical source,animals.png,M108,EventInstance cat dash,Pre-dash crouch with nose toward planned dash
cat_crouched,NW,back_diagonal,assets/events/cat_crouched_back_diagonal.svg,true,38,24,19.0,24,5;1;38;23,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Pre-dash crouch with nose toward planned dash
cat_running,N,back,assets/events/cat_running_back.svg,false,30,24,15.0,24,4;1;26;24,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Active dash posture from movement heading
cat_running,NE,back_diagonal,assets/events/cat_running_back_diagonal.svg,false,38,24,19.0,24,0;1;35;24,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Active dash posture from movement heading
cat_running,E,side,assets/events/cat_running.svg,false,46,20,23.0,20,2;2;45;19,single baked-color layer,existing canonical source,animals.png,M108,EventInstance cat dash,Active dash posture from movement heading
cat_running,SE,front_diagonal,assets/events/cat_running_front_diagonal.svg,false,38,24,19.0,24,0;2;35;24,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Active dash posture from movement heading
cat_running,S,front,assets/events/cat_running_front.svg,false,30,24,15.0,24,4;3;26;24,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Active dash posture from movement heading
cat_running,SW,front_diagonal,assets/events/cat_running_front_diagonal.svg,true,38,24,19.0,24,3;2;38;24,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Active dash posture from movement heading
cat_running,W,side,assets/events/cat_running.svg,true,46,20,23.0,20,1;2;44;19,single baked-color layer,existing canonical source,animals.png,M108,EventInstance cat dash,Active dash posture from movement heading
cat_running,NW,back_diagonal,assets/events/cat_running_back_diagonal.svg,true,38,24,19.0,24,3;1;38;24,single baked-color layer,prepared unbound,animals.png,M108,EventInstance cat dash,Active dash posture from movement heading
dog,N,back,assets/events/dog_back.svg,false,30,28,15.0,28,7;1;23;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance dog walker,Held dog posture; compose with person and caller-drawn lead
dog,NE,back_diagonal,assets/events/dog_back_diagonal.svg,false,38,28,19.0,28,1;2;32;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance dog walker,Held dog posture; compose with person and caller-drawn lead
dog,E,side,assets/events/dog.svg,false,26,20,13.0,20,0;1;25;20,single baked-color layer,existing canonical source,animals.png,M108,EventInstance dog walker,Held dog posture; compose with person and caller-drawn lead
dog,SE,front_diagonal,assets/events/dog_front_diagonal.svg,false,38,28,19.0,28,2;6;34;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance dog walker,Held dog posture; compose with person and caller-drawn lead
dog,S,front,assets/events/dog_front.svg,false,30,28,15.0,28,6;4;24;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance dog walker,Held dog posture; compose with person and caller-drawn lead
dog,SW,front_diagonal,assets/events/dog_front_diagonal.svg,true,38,28,19.0,28,4;6;36;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance dog walker,Held dog posture; compose with person and caller-drawn lead
dog,W,side,assets/events/dog.svg,true,26,20,13.0,20,1;1;26;20,single baked-color layer,existing canonical source,animals.png,M108,EventInstance dog walker,Held dog posture; compose with person and caller-drawn lead
dog,NW,back_diagonal,assets/events/dog_back_diagonal.svg,true,38,28,19.0,28,6;2;37;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance dog walker,Held dog posture; compose with person and caller-drawn lead
charging_dog,N,back,assets/events/charging_dog_back.svg,false,30,28,15.0,28,1;1;29;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance charging or loose dog,Active charge posture aimed along pursuit movement; retain separate lead where applicable
charging_dog,NE,back_diagonal,assets/events/charging_dog_back_diagonal.svg,false,38,28,19.0,28,0;2;36;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance charging or loose dog,Active charge posture aimed along pursuit movement; retain separate lead where applicable
charging_dog,E,side,assets/events/charging_dog.svg,false,40,22,20.0,22,0;5;40;22,single baked-color layer,existing canonical source,animals.png,M108,EventInstance charging or loose dog,Active charge posture aimed along pursuit movement; retain separate lead where applicable
charging_dog,SE,front_diagonal,assets/events/charging_dog_front_diagonal.svg,false,38,28,19.0,28,0;7;36;26,single baked-color layer,prepared unbound,animals.png,M108,EventInstance charging or loose dog,Active charge posture aimed along pursuit movement; retain separate lead where applicable
charging_dog,S,front,assets/events/charging_dog_front.svg,false,30,28,15.0,28,1;4;29;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance charging or loose dog,Active charge posture aimed along pursuit movement; retain separate lead where applicable
charging_dog,SW,front_diagonal,assets/events/charging_dog_front_diagonal.svg,true,38,28,19.0,28,2;7;38;26,single baked-color layer,prepared unbound,animals.png,M108,EventInstance charging or loose dog,Active charge posture aimed along pursuit movement; retain separate lead where applicable
charging_dog,W,side,assets/events/charging_dog.svg,true,40,22,20.0,22,0;5;40;22,single baked-color layer,existing canonical source,animals.png,M108,EventInstance charging or loose dog,Active charge posture aimed along pursuit movement; retain separate lead where applicable
charging_dog,NW,back_diagonal,assets/events/charging_dog_back_diagonal.svg,true,38,28,19.0,28,2;2;38;27,single baked-color layer,prepared unbound,animals.png,M108,EventInstance charging or loose dog,Active charge posture aimed along pursuit movement; retain separate lead where applicable
pigeon,N,back,assets/events/pigeon_back.svg,false,22,18,11.0,18,1;0;21;18,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Raised-wing phase for each bird heading; keep bird ground anchor across phase change
pigeon,NE,back_diagonal,assets/events/pigeon_back_diagonal.svg,false,22,18,11.0,18,2;0;21;17,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Raised-wing phase for each bird heading; keep bird ground anchor across phase change
pigeon,E,side,assets/events/pigeon.svg,false,18,14,9.0,14,0;0;18;14,single baked-color layer,existing canonical source,birds-rider-mouse.png,M108,EventInstance pigeon flock,Raised-wing phase for each bird heading; keep bird ground anchor across phase change
pigeon,SE,front_diagonal,assets/events/pigeon_front_diagonal.svg,false,22,18,11.0,18,1;0;22;17,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Raised-wing phase for each bird heading; keep bird ground anchor across phase change
pigeon,S,front,assets/events/pigeon_front.svg,false,22,18,11.0,18,1;0;21;17,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Raised-wing phase for each bird heading; keep bird ground anchor across phase change
pigeon,SW,front_diagonal,assets/events/pigeon_front_diagonal.svg,true,22,18,11.0,18,0;0;21;17,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Raised-wing phase for each bird heading; keep bird ground anchor across phase change
pigeon,W,side,assets/events/pigeon.svg,true,18,14,9.0,14,0;0;18;14,single baked-color layer,existing canonical source,birds-rider-mouse.png,M108,EventInstance pigeon flock,Raised-wing phase for each bird heading; keep bird ground anchor across phase change
pigeon,NW,back_diagonal,assets/events/pigeon_back_diagonal.svg,true,22,18,11.0,18,1;0;20;17,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Raised-wing phase for each bird heading; keep bird ground anchor across phase change
pigeon_down,N,back,assets/events/pigeon_down_back.svg,false,22,18,11.0,18,1;2;21;18,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Lowered-wing phase for each bird heading; alternate with raised phase
pigeon_down,NE,back_diagonal,assets/events/pigeon_down_back_diagonal.svg,false,22,18,11.0,18,2;3;21;18,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Lowered-wing phase for each bird heading; alternate with raised phase
pigeon_down,E,side,assets/events/pigeon_down.svg,false,18,14,9.0,14,0;3;18;14,single baked-color layer,existing canonical source,birds-rider-mouse.png,M108,EventInstance pigeon flock,Lowered-wing phase for each bird heading; alternate with raised phase
pigeon_down,SE,front_diagonal,assets/events/pigeon_down_front_diagonal.svg,false,22,18,11.0,18,1;8;22;18,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Lowered-wing phase for each bird heading; alternate with raised phase
pigeon_down,S,front,assets/events/pigeon_down_front.svg,false,22,18,11.0,18,1;4;21;18,single baked-color layer,prepared unbound,birds-rider-mouse.png,M108,EventInstance pigeon flock,Lowered-wing phase for each bird heading; alternate with raised phase
